Date,Open,High,Low,Close,Adj Close,Volume
,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
2020-12-01,0.7,0.7,0.6,0.6,0.6,16985355820
2020-12-02,0.6,0.6,0.6,0.6,0.6,12874875863
2020-12-03,0.6,0.6,0.6,0.6,0.6,9884297219
2020-12-04,0.6,0.6,0.5,0.6,0.6,9629062989
2020-12-05,0.6,0.6,0.6,0.6,0.6,8565677726
2020-12-06,0.6,0.6,0.6,0.6,0.6,10280250882
2020-12-07,0.6,0.6,0.6,0.6,0.6,7718537440
2020-12-08,0.6,0.6,0.6,0.6,0.6,8302771172
2020-12-09,0.6,0.6,0.5,0.6,0.6,12648574700
2020-12-10,0.6,0.6,0.6,0.6,0.6,9695432997
2020-12-11,0.6,0.6,0.5,0.5,0.5,10708202570
2020-12-12,0.5,0.5,0.5,0.5,0.5,10925057158
2020-12-13,0.5,0.5,0.5,0.5,0.5,8534780504
2020-12-14,0.5,0.5,0.5,0.5,0.5,7110439196
2020-12-15,0.5,0.5,0.5,0.5,0.5,9052977849
2020-12-16,0.5,0.6,0.4,0.6,0.6,15158282218
2020-12-17,0.6,0.7,0.5,0.6,0.6,21429914951
2020-12-18,0.6,0.6,0.6,0.6,0.6,14936843250
2020-12-19,0.6,0.6,0.6,0.6,0.6,11188586674
2020-12-20,0.6,0.6,0.5,0.6,0.6,9611613770
2020-12-21,0.6,0.6,0.5,0.5,0.5,9852685075
2020-12-22,0.5,0.5,0.4,0.4,0.4,15134323976
2020-12-23,0.4,0.4,0.2,0.3,0.3,19793483656
2020-12-24,0.3,0.4,0.2,0.3,0.3,16742652289
2020-12-25,0.3,0.4,0.3,0.3,0.3,16321189804
2020-12-26,0.3,0.3,0.3,0.3,0.3,9984475081
2020-12-27,0.3,0.3,0.3,0.3,0.3,9250325478
2020-12-28,0.3,0.3,0.2,0.2,0.2,8389871765
2020-12-29,0.2,0.2,0.2,0.2,0.2,12970077098
2020-12-30,0.2,0.2,0.2,0.2,0.2,8894036560
2020-12-31,0.2,0.2,0.2,0.2,0.2,5363979601
2021-01-01,0.2,0.2,0.2,0.2,0.2,5888429287
2021-01-02,0.2,0.2,0.2,0.2,0.2,4773658725
2021-01-03,0.2,0.2,0.2,0.2,0.2,5109898871
2021-01-04,0.2,0.3,0.2,0.2,0.2,6141918380
2021-01-05,0.2,0.2,0.2,0.2,0.2,5378491929
2021-01-06,0.2,0.3,0.2,0.3,0.3,7552726810
2021-01-07,0.3,0.4,0.2,0.3,0.3,15955049240
2021-01-08,0.3,0.3,0.3,0.3,0.3,9825829516
2021-01-09,0.3,0.3,0.3,0.3,0.3,7184429145
2021-01-10,0.3,0.4,0.3,0.3,0.3,9647740012
2021-01-11,0.3,0.3,0.3,0.3,0.3,9787288503
2021-01-12,0.3,0.3,0.3,0.3,0.3,6557418314
2021-01-13,0.3,0.3,0.3,0.3,0.3,4831812051
2021-01-14,0.3,0.3,0.3,0.3,0.3,5277189444
2021-01-15,0.3,0.3,0.3,0.3,0.3,4955409029
2021-01-16,0.3,0.3,0.3,0.3,0.3,4116256007
2021-01-17,0.3,0.3,0.3,0.3,0.3,3488557208
2021-01-18,0.3,0.3,0.3,0.3,0.3,3239112861
2021-01-19,0.3,0.3,0.3,0.3,0.3,5583136814
