Date,Open,High,Low,Close,Adj Close,Volume
,RGTI,RGTI,RGTI,RGTI,RGTI,RGTI
2024-04-09,1.36,1.42,1.31,1.35,1.35,2455200
2024-04-10,1.3,1.335,1.25,1.26,1.26,4409000
2024-04-11,1.25,1.29,1.14,1.25,1.25,5766700
2024-04-12,1.25,1.25,1.16,1.18,1.18,3442500
2024-04-15,1.18,1.18,1.06,1.08,1.08,4825200
2024-04-16,1.1,1.29,1.09,1.21,1.21,7033900
2024-04-17,1.24,1.315,1.16,1.18,1.18,5570100
2024-04-18,1.19,1.255,1.16,1.17,1.17,2605600
2024-04-19,1.06,1.155,1.06,1.1,1.1,3638400
2024-04-22,1.2,1.2,1.08,1.13,1.13,5062000
2024-04-23,1.13,1.27,1.13,1.19,1.19,5933700
2024-04-24,1.22,1.26,1.125,1.15,1.15,3044700
2024-04-25,1.14,1.17,1.1,1.17,1.17,2653300
2024-04-26,1.18,1.275,1.18,1.27,1.27,3714900
2024-04-29,1.3,1.4,1.29,1.34,1.34,5159200
2024-04-30,1.32,1.36,1.26,1.28,1.28,2937300
2024-05-01,1.24,1.4,1.225,1.31,1.31,3823700
2024-05-02,1.35,1.37,1.28,1.31,1.31,1990800
2024-05-03,1.38,1.43,1.34,1.4,1.4,2991900
2024-05-06,1.42,1.45,1.32,1.39,1.39,4095500
2024-05-07,1.38,1.38,1.28,1.29,1.29,2497200
2024-05-08,1.31,1.32,1.24,1.25,1.25,2648800
2024-05-09,1.3,1.34,1.26,1.28,1.28,3050200
2024-05-10,1.22,1.255,1.15,1.16,1.16,3729000
2024-05-13,1.2,1.35,1.19,1.27,1.27,5054800
2024-05-14,1.27,1.35,1.25,1.32,1.32,3392200
2024-05-15,1.35,1.35,1.21,1.22,1.22,4197900
2024-05-16,1.22,1.23,1.14,1.15,1.15,4537500
2024-05-17,1.16,1.18,1.11,1.15,1.15,3139900
2024-05-20,1.15,1.17,1.1,1.13,1.13,2712800
2024-05-21,1.115,1.13,1.06,1.1,1.1,3587000
2024-05-22,1.13,1.13,1.06,1.07,1.07,2871100
2024-05-23,1.17,1.24,1.05,1.06,1.06,4459900
2024-05-24,1.08,1.11,1.04,1.07,1.07,3126200
2024-05-28,1.08,1.09,1.01,1.05,1.05,4305200
2024-05-29,1.07,1.12,1.04,1.06,1.06,6412700
2024-05-30,1.1,1.12,1.04,1.05,1.05,3543400
2024-05-31,1.06,1.11,1.03,1.05,1.05,4421600
2024-06-03,1.07,1.09,1.01,1.03,1.03,2940100
2024-06-04,1.03,1.04,1.0,1.02,1.02,3349300
2024-06-05,1.02,1.07,0.98,1.05,1.05,4473600
2024-06-06,1.03,1.06,1.02,1.05,1.05,1761200
2024-06-07,1.04,1.07,1.0,1.02,1.02,2053400
2024-06-10,1.0,1.06,1.0,1.03,1.03,2093400
2024-06-11,1.04,1.055,1.02,1.05,1.05,1507200
2024-06-12,1.06,1.08,1.0,1.02,1.02,3429700
2024-06-13,1.02,1.04,1.0,1.02,1.02,2058300
2024-06-14,1.01,1.02,0.98,0.986,0.986,2537200
2024-06-17,1.0,1.06,0.981,1.04,1.04,4237900
2024-06-18,1.02,1.04,0.98,0.98,0.98,2263900
2024-06-20,0.966,0.982,0.88,0.88,0.88,8833000
2024-06-21,0.895,0.975,0.889,0.953,0.953,6613200
2024-06-24,0.95,1.01,0.95,0.964,0.964,3222800
2024-06-25,0.979,0.979,0.891,0.897,0.897,4085500
2024-06-26,0.903,0.937,0.891,0.906,0.906,3979600
2024-06-27,0.917,1.06,0.907,1.05,1.05,7436700
2024-06-28,1.07,1.1,1.01,1.07,1.07,22248500
2024-07-01,1.08,1.08,0.973,0.999,0.999,4637500
2024-07-02,0.987,1.02,0.924,0.949,0.949,3565600
2024-07-03,0.95,0.976,0.93,0.96,0.96,2026100
2024-07-05,0.96,1.02,0.946,0.992,0.992,3065800
2024-07-08,1.0,1.06,1.0,1.04,1.04,4371300
2024-07-09,1.06,1.06,0.995,1.04,1.04,2925800
2024-07-10,1.04,1.4,1.01,1.08,1.08,34629500
2024-07-11,1.145,1.15,0.992,1.02,1.02,14938800
2024-07-12,1.03,1.11,1.03,1.08,1.08,8317700
2024-07-15,1.09,1.23,1.09,1.19,1.19,10114000
2024-07-16,1.19,1.29,1.13,1.28,1.28,7465800
2024-07-17,1.25,1.28,1.14,1.17,1.17,7611500
2024-07-18,1.2,1.21,1.07,1.09,1.09,4618900
2024-07-19,1.09,1.09,1.03,1.04,1.04,3794800
2024-07-22,1.07,1.08,1.01,1.05,1.05,3791500
2024-07-23,1.04,1.12,1.035,1.12,1.12,3220500
2024-07-24,1.1,1.125,1.02,1.02,1.02,3054000
2024-07-25,1.04,1.1,1.01,1.04,1.04,4099100
2024-07-26,1.06,1.07,1.01,1.07,1.07,3081800
2024-07-29,1.07,1.1,1.02,1.03,1.03,2232600
2024-07-30,1.02,1.05,0.984,0.99,0.99,6757700
2024-07-31,1.0,1.06,0.995,1.03,1.03,2118900
2024-08-01,1.03,1.04,0.935,0.948,0.948,10585800
2024-08-02,0.91,0.926,0.89,0.897,0.897,6838200
2024-08-05,0.766,0.837,0.75,0.796,0.796,7642900
2024-08-06,0.86,0.896,0.811,0.846,0.846,3900400
2024-08-07,0.87,0.9,0.778,0.778,0.778,3424700
2024-08-08,0.798,0.842,0.778,0.831,0.831,3394500
2024-08-09,0.82,0.82,0.756,0.79,0.79,3497200
2024-08-12,0.82,0.917,0.818,0.854,0.854,4892600
2024-08-13,0.88,0.947,0.87,0.897,0.897,3106900
2024-08-14,0.913,0.92,0.83,0.841,0.841,2713900
2024-08-15,0.858,0.916,0.856,0.886,0.886,2738400
2024-08-16,0.89,0.916,0.88,0.898,0.898,3117200
2024-08-19,0.9,0.916,0.86,0.87,0.87,3309300
2024-08-20,0.86,0.873,0.835,0.836,0.836,2582200
2024-08-21,0.845,0.942,0.842,0.928,0.928,4491600
2024-08-22,0.93,0.945,0.892,0.907,0.907,1960600
2024-08-23,0.909,0.983,0.908,0.966,0.966,2763300
2024-08-26,0.95,0.96,0.938,0.946,0.946,1432200
2024-08-27,0.935,0.94,0.899,0.91,0.91,1945500
2024-08-28,0.9,0.913,0.843,0.86,0.86,2836700
2024-08-29,0.871,0.917,0.871,0.881,0.881,2500400
2024-08-30,0.892,0.917,0.862,0.916,0.916,1854500
2024-09-03,0.92,0.92,0.816,0.831,0.831,2286600
2024-09-04,0.824,0.874,0.82,0.835,0.835,1558100
2024-09-05,0.86,0.86,0.8,0.8,0.8,2351300
2024-09-06,0.81,0.82,0.74,0.754,0.754,3834800
2024-09-09,0.799,0.799,0.66,0.688,0.688,7880200
2024-09-10,0.712,0.735,0.673,0.734,0.734,4820300
2024-09-11,0.72,0.81,0.72,0.804,0.804,3269500
